,"Item","Description","Type","Cost","Price","Sales Tax Code","Quantity On Hand","Quantity On Sales Order","Reorder Pt (Min)","Quantity On Purchase Order","Preferred Vendor"
,"Nuvo-7166GC-PoE-i5HC-65W","Nuvo-7166GC-PoE-i5HC-65W..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe ...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i7HC","Nuvo-7166GC-PoE-i7HC..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x16 ...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i7HC-65W","Nuvo-7166GC-PoE-i7HC-65W..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe ...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i7HC-65W-T4","Nuvo-7166GC-PoE-i7HC-65W-T4..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PC...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i7HC-65W-T4-AT","Nuvo-7166GC-PoE-i7HC-65W-T4-AT..Ruggedized AI Inference Platform supporting NVIDIA® Tesla T4, tw...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i7HC-T4","Nuvo-7166GC-PoE-i7HC-T4..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i7OCG9-65W","Nuvo-7166GC-PoE-i7OCG9-65W..Rugged AI Inference Platform Supporting NVIDIA® Tesla T4, two PCIe x...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i7OCG9-65W-DS","Nuvo-7166GC-PoE-i7OCG9-65W-DS..Rugged AI Inference Platform Supporting NVIDIA® Tesla T4, two PCI...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i7OCG9-T4","Nuvo-7166GC-PoE-i7OCG9-T4..Rugged AI Inference Platform Supporting NVIDIA® Tesla T4, two PCIe x1...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE-i9OC-65W","Nuvo-7166GC-PoE-i9OC-65W..Rugged AI Inference Platform Supporting NVIDIA® Tesla T4, two PCIe x16...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-T4","Nuvo-7166GC-T4..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x16 slots ...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC","Nuvo-7168GC..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and Intel® 9th/8th-Ge...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-i5HCG9-65W-A2000","Nuvo-7168GC-i5HCG9-65W-A2000..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and ...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-i7HC-65W-A2000","Nuvo-7168GC-i7HC-65W-A2000..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and In...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-i7OCG9","Nuvo-7168GC-i7OCG9..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and Intel® 9th...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-i7OCG9-65W-DS","Nuvo-7168GC-i7OCG9-65W-DS..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and Int...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-i7OCG9-65W-DS-A2000","Nuvo-7168GC-i7OCG9-65W-DS-A2000..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 a...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-PoE","Nuvo-7168GC-PoE..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and Intel® 9th/ 8...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-PoE-i7HC-65W-A2000","Nuvo-7168GC-PoE-i7HC-65W-A2000..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 an...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-PoE-i7OCG9-65W","Nuvo-7168GC-PoE-i7OCG9-65W..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and In...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-PoE-i7OCG9-65W-DS","Nuvo-7168GC-PoE-i7OCG9-65W-DS..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-PoE-i7OCG9-A2000","Nuvo-7168GC-PoE-i7OCG9-A2000..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 and ...","Group",0.00,"",,"","","","",
,"Nuvo-7168GC-PoE-i9OC-65W-A2000","Nuvo-7168GC-PoE-i9OC-65W-A2000..Ruggedized AI Inference Platform Supporting NVIDIA® RTX A2000 an...","Group",0.00,"",,"","","","",
,"Nuvo-7200VTC-i5HC-M12","Nuvo-7200VTC-i5HC-M12..Intel® 8th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DIO, C...","Group",0.00,"",,"","","","",
,"Nuvo-7200VTC-i7HC","Nuvo-7200VTC-i7HC..Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DIO, C...","Group",0.00,"",,"","","","",
,"Nuvo-7200VTC-i7HC-65W","Nuvo-7200VTC-i7HC-65W..Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DI...","Group",0.00,"",,"","","","",
,"Nuvo-7200VTC-i7OCG9","Nuvo-7200VTC-i7OCG9..Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DIO,...","Group",0.00,"",,"","","","",
,"Nuvo-7200VTC-i7OCG9-65W","Nuvo-7200VTC-i7OCG9-65W..Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, ...","Group",0.00,"",,"","","","",
,"Nuvo-7200VTC-i7OCG9-GZ01","Nuvo-7200VTC-i7OCG9-GZ01..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports...","Group",0.00,"",,"","","","",
,"Nuvo-7200VTC(EA)-i5HCG9-ETC01","Nuvo-7200VTC(EA)-i5HCG9-ETC01..Intel® 9th/8th-Gen Core™ in-vehicle controller with 8x M12 PoE+po...","Group",0.00,"",,"","","","",
,"Nuvo-7200VTC(EA)-i7HC-65W","Nuvo-7200VTC(EA)-i7HC-65W..Intel® 8th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DI...","Group",0.00,"",,"","","","",
,"Nuvo-7204VTC-i3QC","Nuvo-7204VTC-i3QC..Intel® 8th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports,DIO, CAN b...","Group",0.00,"",,"","","","",
,"Nuvo-7204VTC-i5HC","Nuvo-7204VTC-i5HC..Intel® 9th/8th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports,DIO, C...","Group",0.00,"",,"","","","",
,"Nuvo-7204VTC-i5HCG9","Nuvo-7204VTC-i5HCG9..Intel® 9th/8th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports,DIO,...","Group",0.00,"",,"","","","",
,"Nuvo-7204VTC-i5HCG9-65W","Nuvo-7204VTC-i5HCG9-65W..Intel® 9th/8th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports,...","Group",0.00,"",,"","","","",
,"Nuvo-7204VTC-i7HC","Nuvo-7204VTC-i7HC..Intel® 9th/8th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports,DIO, C...","Group",0.00,"",,"","","","",
,"Nuvo-7204VTC-i7OCG9","Nuvo-7204VTC-i7OCG9..Intel® 9th/8th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports,DIO,...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-DY02","Nuvo-7208VTC-DY02..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, DIO,...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-DY05","Nuvo-7208VTC-DY05..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, DIO,...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-GLE01","Nuvo-7208VTC-GLE01..Pre-built Computer based on Nuvo-7208VTC with DDR4 RAM per Google X Team pro...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i5HCG9-ETC01","Nuvo-7208VTC-i5HCG9-ETC01..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+port...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i7HC-65W","Nuvo-7208VTC-i7HC-65W..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, DIO, ...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i7HC-65W_F","Nuvo-7208VTC-i7HC-65W_F..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, DIO...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i7OCG9","Nuvo-7208VTC-i7OCG9..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, DIO, CA...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i7OCG9-65W","Nuvo-7208VTC-i7OCG9-65W..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, DIO...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i7OCG9-65W-DS","Nuvo-7208VTC-i7OCG9-65W-DS..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, ...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i7OCG9-65W_F","Nuvo-7208VTC-i7OCG9-65W_F..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, D...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i9OC-65W","Nuvo-7208VTC-i9OC-65W..Intel® 9th/8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, D...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i9OC-65W-ORI01-100","Nuvo-7208VTC-i9OC-65W-ORI01-100..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 Po...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i9OC-65W-ORI02-100","Nuvo-7208VTC-i9OC-65W-ORI02-100..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 Po...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i9OC-65W-ORI03-100","Nuvo-7208VTC-i9OC-65W-ORI03-100..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 Po...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i9OC-65W-ORI04-100","Nuvo-7208VTC-i9OC-65W-ORI04-100..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 Po...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-i9OC-ORI100","Nuvo-7208VTC-i9OC-ORI100..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ port...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-ORI-W30","Nuvo-7208VTC-ORI-W30..Warranty extension from 2 years to total 3 years for computer platform and...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC-Peripheral-ORI-W30","Nuvo-7208VTC-Peripheral-ORI-W30..Warranty extension to total 3 years for the peripherals of Nuvo...","Group",0.00,"",,"","","","",
,"Nuvo-7208VTC(EA)-i7HC-65W","Nuvo-7208VTC(EA)-i7HC-65W..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, D...","Group",0.00,"",,"","","","",
,"Nuvo-7258VTC'","Nuvo-7258VTC..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, ultracapacitor...","Group",0.00,"",,"","","","",
,"Nuvo-7258VTC-i7OCG9'","Nuvo-7258VTC-i7OCG9..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, ultraca...","Group",0.00,"",,"","","","",
,"Nuvo-7258VTC-i7OCG9-GZ01","Nuvo-7258VTC-i7OCG9-GZ01..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ port...","Group",0.00,"",,"","","","",
,"Nuvo-7258VTC-i7OCG9-GZ01'","Nuvo-7258VTC-i7OCG9-GZ01..Intel® 9th/ 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ port...","Group",0.00,"",,"","","","",
,"Nuvo-7501","Nuvo-7501..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer with...","Group",0.00,"",,"","","","",
,"Nuvo-7501-BX-i5HC","Nuvo-7501-BX-i5HC..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer w...","Group",0.00,"",,"","","","",
,"Nuvo-7501-BX-i7HC","Nuvo-7501-BX-i7HC..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer w...","Group",0.00,"",,"","","","",
,"Nuvo-7501-BX-i7HC-65W","Nuvo-7501-BX-i7HC-65W..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded comput...","Group",0.00,"",,"","","","",
,"Nuvo-7501-BX-i7OCG9","Nuvo-7501-BX-i7OCG9..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer...","Group",0.00,"",,"","","","",
,"Nuvo-7501-BX-i7OCG9-65W-DS","Nuvo-7501-BX-i7OCG9-65W-DS..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded c...","Group",0.00,"",,"","","","",
,"Nuvo-7501-BX-i7OCG9-EPS01-10","Nuvo-7501-BX-i7OCG9-EPS01-10..Intel® 9th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i3QC","Nuvo-7501-i3QC..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer with...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i3QCG9","Nuvo-7501-i3QCG9..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer wi...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i5HC","Nuvo-7501-i5HC..Intel® 9th/8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer ...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i5HCG9","Nuvo-7501-i5HCG9..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer wi...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i5HCG9-65W","Nuvo-7501-i5HCG9-65W..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded co...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7HC","Nuvo-7501-i7HC..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer with...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7HC-65W","Nuvo-7501-i7HC-65W..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer ...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7HC-65W-BLL01","Nuvo-7501-i7HC-65W-BLL01..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded com...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7OCG9","Nuvo-7501-i7OCG9..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer wi...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7OCG9-65W","Nuvo-7501-i7OCG9-65W..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded compute...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7OCG9-65W-DS","Nuvo-7501-i7OCG9-65W-DS..Intel® 9th/8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded ...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7OCG9-EPS01-10","Nuvo-7501-i7OCG9-EPS01-10..Intel® 9th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded co...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7OCG9-EPS02","Nuvo-7501-i7OCG9-EPS02 ..Intel® 9th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded comp...","Group",0.00,"",,"","","","",
,"Nuvo-7501-i7OCG9-VLS01","Nuvo-7501-i7OCG9-VLS01..Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded compu...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-BX-i5HC","Nuvo-7505D-BX-i5HC..Intel® 9th/8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded compu...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-BX-i7OCG9","Nuvo-7505D-BX-i7OCG9..Intel® 9th/8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded com...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-BX-i7OCG9-65W","Nuvo-7505D-BX-i7OCG9-65W-DS..Intel® 9th/8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embed...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-BX-i7OCG9-65W-DS","Nuvo-7505D-BX-i7OCG9-65W-DS..Intel® 9th/8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embed...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i5HCG9","Nuvo-7505D-i5HCG9..Intel® 8th/9th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded comput...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i5HCG9-Tek01-100","Nuvo-7505D-i5HCG9-Tek01-100..Intel® 9th-Gen Coffee Lake Core™ i5 9500TE compact fanless embedded...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i5HCG9-Tek01-100'","Nuvo-7505D-i5HCG9-Tek01-100..Intel® 9th-Gen Coffee Lake Core™ i5 9500TE compact fanless embedded...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i5HCG9-Tek01-56","Nuvo-7505D-i5HCG9-Tek01-56..Intel® 9th-Gen Coffee Lake Core™ i5-9500 series (35W TDP) compact fa...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i5HCG9-Tek01-70","Nuvo-7505D-i5HCG9-Tek01-70..Intel® 9th-Gen Coffee Lake Core™ i5-9500 series (35W TDP) compact fa...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i5HCG9-Tek02","Nuvo-7505D-i5HCG9-Tek02..Intel® 9th-Gen Coffee Lake Core™ i5 9500TE compact fanless embedded com...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i5HCG9-Tek02-100","Nuvo-7505D-i5HCG9-Tek02-100..Intel® 9th-Gen Coffee Lake Core™ i5 9500TE compact fanless embedded...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i5HCG9-Tek03","Nuvo-7505D-i5HCG9-Tek03..Intel® 9th-Gen Coffee Lake Core™ i5 9500TE compact fanless embedded com...","Group",0.00,"",,"","","","",
,"Nuvo-7505D-i7OCG9-65W-DS","Nuvo-7505D-i7OCG9-65W-DS..Intel® 9th/8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded...","Group",0.00,"",,"","","","",
,"Nuvo-7531","Nuvo-7531..Intel® 9th/8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x GbE, 4x USB3.0 an...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i5HC","Nuvo-7531-i5HC..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x GbE , 4x US...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i5HC-65W-EPS01","Nuvo-7531-i5HC-65W-EPS01..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x G...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i5HC-NEE01","Nuvo-7531-i5HC-NEE01..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x GbE ,...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i5HCG9-65W-DS","Nuvo-7531-i5HCG9-65W-DS..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x Gb...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i7HC","Nuvo-7531-i7HC..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with4x GbE , 4x USB...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i7OCG9","Nuvo-7531-i7OCG9..Intel® 9th/8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with4x GbE , 4x US...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i7OCG9-65W","Nuvo-7531-i7OCG9-65W..Intel® 9th/8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with4x GbE , 4...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i7OCG9-65W-DS","Nuvo-7531-i7OCG9-65W-DS..Intel® 9th/8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with4x GbE ...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i7OCG9-SHI01","Nuvo-7531-i7OCG9-SHI01..Intel® 9th/8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with4x GbE ,...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i7OCG9-W30","Nuvo-7531-i7OCG9-W30..Warranty extension from 2 years to total 3 years for computer platform and...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i7OCG9.","Nuvo-7531-i7OCG9..Intel® 9th/8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with4x GbE , 4x US...","Group",0.00,"",,"","","","",
,"Nuvo-7531-i9OC-65W-EPS01","Nuvo-7531-i9OC-65W-EPS01..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x G...","Group",0.00,"",,"","","","",
,"Nuvo-7531-IGN-i3QCG9","Nuvo-7531-IGN-i3QCG9..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with4x GbE , ...","Group",0.00,"",,"","","","",
,"Nuvo-7531-IGN-i5HCG9","Nuvo-7531-IGN-i5HCG9..Intel® 9th/8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4xGbE , 4...","Group",0.00,"",,"","","","",
,"Nuvo-7531-IGN-i7HC","Nuvo-7531-IGN-i7HC..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x GbE , 4...","Group",0.00,"",,"","","","",
,"Nuvo-7531-IGN-i7HC-65W","Nuvo-7531-IGN-i7HC-65W..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x GbE...","Group",0.00,"",,"","","","",
,"Nuvo-7531-IGN-i7OCG9","Nuvo-7531-IGN-i7OCG9..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with4x GbE , ...","Group",0.00,"",,"","","","",
,"Nuvo-7531-IGN-i7OCG9-SHI01","Nuvo-7531-IGN-i7OCG9-SHI01..Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x...","Group",0.00,"",,"","","","",
,"Nuvo-8003-i7HC","Nuvo-8003-i7HC..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 embedded computer with 3 PCIe expans...","Group",0.00,"",,"","","","",
,"Nuvo-8003-i7HC-65W","Nuvo-8003-i7HC-65W..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 embedded computer with 3 PCIe ex...","Group",0.00,"",,"","","","",
,"Nuvo-8003-i7OCG9","Nuvo-8003-i7OCG9..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 embedded computer with 3 PCIe expa...","Group",0.00,"",,"","","","",
,"Nuvo-8003-i7OCG9-65W","Nuvo-8003-i7OCG9-65W..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 embedded computer with 3 PCIe ...","Group",0.00,"",,"","","","",
,"Nuvo-8003-i7OCG9-65W-DS","Nuvo-8003-i7OCG9-65W-DS..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 embedded computer with 3 PC...","Group",0.00,"",,"","","","",
,"Nuvo-8023-i3QC","Nuvo-8023-i3QC..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 embedded computer with 5 PCIe/PCI ex...","Group",0.00,"",,"","","","",
,"Nuvo-8023-i7OCG9-65W","Nuvo-8023-i7OCG9-65W..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 embedded computer with 5 PCIe/...","Group",0.00,"",,"","","","",
,"Nuvo-8023-i7OCG9-65W-DS","Nuvo-8023-i7OCG9-65W-DS..Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 embedded computer with 5 PC...","Group",0.00,"",,"","","","",
,"Nuvo-8034-E2278G","Nuvo-8034-E2278G..Intel® 8th/9th-Gen Core™ i7/i5 embedded computer with 2x PCIe x16(@ x8 signals...","Group",0.00,"",,"","","","",
,"Nuvo-8034-E2278GE","Nuvo-8034-E2278GE..Intel® 8th/9th-Gen Core™ i7/i5 embedded computer with 2x PCIe x16(@ x8 signal...","Group",0.00,"",,"","","","",
,"Nuvo-8034-E2278GE-HW01","Nuvo-8034-E2278GE-HW01..Intel® 8th/9th-Gen Core™ i7/i5 embedded computer with 2x PCIe x16(@ x8 s...","Group",0.00,"",,"","","","",
,"Nuvo-8034-E2278GE-HW02","Nuvo-8034-E2278GE-HW02..Intel® 8th/9th-Gen Core™ i7/i5 embedded computer with 2x PCIe x16(@ x8 s...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i3QC-65W","Nuvo-8034-i3QC-65W..Intel® 8th/9th-Gen Core™ i7/i5 embedded computer with 2x PCIe x16(@ x8 signa...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i5HC","Nuvo-8034-i5HC..Intel® 8th/9th-Gen Core™ i7/i5 embedded computer with 2x PCIe x16(@ x8 signals),...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i5HCG9-65W","Nuvo-8034-i5HCG9-65W..Intel® 9th/ 8th-Gen Core™ i7/ i5/ i3 Expansion Box PC with 7 PCIe/ PCI slo...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i5HCG9-65W-2060","Nuvo-8034-i5HCG9-65W-2060..Intel® 9th/ 8th-Gen Core™ i7/ i5/ i3 Expansion Box PC with 7 PCIe/ PC...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i5HCG9-65W-68","Nuvo-8034-i5HCG9-65W-68..Intel® 9th/ 8th-Gen Core™ i7/ i5/ i3 Expansion Box PC with 7 PCIe/ PCI ...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i5HCG9-65W-DS","Nuvo-8034-i5HCG9-65W-DS..Intel® 9th/ 8th-Gen Core™ i7/ i5/ i3 Expansion Box PC with 7 PCIe/ PCI ...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i5HCG9-65W-DS-68","Nuvo-8034-i5HCG9-65W-DS-68..Intel® 9th/ 8th-Gen Core™ i7/ i5/ i3 Expansion Box PC with 7 PCIe/ P...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i7HC","Nuvo-8034-i7HC..Intel® 8th/9th-Gen Core™ i7/i5 embedded computer with 2x PCIe x16(@ x8 signals),...","Group",0.00,"",,"","","","",
,"Nuvo-8034-i7HC-65W","Nuvo-8034-i7HC-65W..Intel® 8th/9th-Gen Core™ i7/i5 embedded computer with 2x PCIe x16(@ x8 signa...","Group",0.00,"",,"","","","",
